"Tytuł produktu","Kod produktu","Kategoria","Zdjęcie","Dokumentacja produktowa","Opis"
"SKONCENTROWANY PREPARAT DO USUWANIA OSADÓW MINERALNYCH - FORLUX NG 01 STONE REMOVER","NG 01","Kuchnia, Mycie gruntowne, Specjalistyczne, Usuwanie trudnych zabrudzeń","https://www.forlux.pl/sites/default/files/produkty/photo_30_1.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_ngstone_remover_16-06-2015_r.pdf","SKONCENTROWANY PREPARAT DO USUWANIA OSADÓW MINERALNYCH
 FORLUX NG 1 STONE REMOVER

Zastosowanie:
Forlux NG 1 to silnie skoncentrowany płyn do usuwania wszelkiego rodzaju osadów mineralnych (wapiennych) w zmywarkach mechanicznych, bemarach, kotłach i ekspresach do kawy. Bezpieczny dla powierzchni ze stali kwasoodpornej, glazury, ceramiki, szkła oraz tworzyw sztucznych. Zawiera substancje chroniące powierzchnie przed korozją. Nie należy stosować do emalii, aluminium, ocynkować i metali kolorowych. Preparat do użytku profesjonalnego.
Sposób użycia:
Stosować rozcieńczenie 20-30ml/1l wody. Nanieść bezpośrednio na elementy pokryte kamieniem, odczekać od kilku do kilkunastu minut, spłukać wodą. Dla zmywarek: zamknąć dopływ środka myjącego. Opróżnić zbiornik z cieczą myjącą, przepłukać instalację czystą wodą. Odkamieniacz nalać do pojemnika zmywarki. Nastawić na 60 stopni i włączyć zmywarkę. Po zakończeniu cyklu przepłukać dwukrotnie wodą.
 
pH 1
Dostępne opakowania:
5L - NG 501
1L - NG 101
 
"
"Sól w tabletkach do zmiękczania wody Forlux NS 2507","","Kuchnia, Zmiękczanie wody","https://www.forlux.pl/sites/default/files/produkty/ns_2507.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/tabletki_solne_-_chlorek_sodu_solino_1.pdf","Wysokiej jakosci sól do ochrony zmywarek i naczyń przed działaniem twardej wody.
Zapobiega tworzeniu się zacieków i osadzaniu kamienia.
Dostępne opakowanie;
Worek 25 kg
"
"Spryskiwacz - butelka 0,5 l","BUT 05","Akcesoria pomocnicze, Butelki i spryskiwacze","https://www.forlux.pl/sites/default/files/produkty/69064ffda5fe5bd4a42677f6a4ef45eb.jpg","","Butelka 0,5L ze spryskiwaczem
dostepne kolory spryskiwaczy:
BUT 05 C - pianotwórczy
BUT 05 N - zwykły
"
"Stacjonarny system dozowania koncentratów na 2 produkty","DOZ MS02","Automaty dozujące koncentraty, Dozowniki stacjonarne - naścienne, Dozowniki do chemii","https://www.forlux.pl/sites/default/files/produkty/doz_ms02.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/instrukcja_uzytkowania_dozownika_nasciennego_forlux.pdf","Zalety:
zapewniający bezpieczeństwo dla użytkowaników przy stosowaniu koncetratów Forlux
dokładne dozowanie = oszczędność; obniża zdecydowanie koszty zużycia chemii
oszczędność czasu pracownika,
wytrzymały – wykonany z najwyższej klasy materiałów odpornych na środki chemiczne o zmiennym pH
uniwersalny – może być podłączona do każdego rodzaju kanistra ze środkiem chemicznym (wystarczy zrobić otwór w korku kanistra),
13 poziomów rozcieńczenia chemii (od 30ml do 1400ml na 10l wody),
zalecany do napełniania butelek ze spryskiwaczem, wiader, zestawów sprzątających oraz  maszyn czyszczących.
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy
1
2
3
4
5
6
6
7
8
9
10
11
bez dyszy
% roztworu roboczego
0,3
0,5
0,8
1
1,1
1,3
1,5
1,7
2
3
5
10

         14

"
"Stacjonarny system dozowania koncentratów na 2 produkty - MYCIE + DEZYNFEKCJA - wąż 15 m wraz z pistoletem pianotwórczym","DOZ MS2-15","Automaty dozujące koncentraty, Dozowniki stacjonarne - naścienne","https://www.forlux.pl/sites/default/files/produkty/doz_ms2-15.jpg","","Zalety:
zapewniający bezpieczeństwo dla użytkowaników przy stosowaniu koncetratów Forlux
dokładne dozowanie = oszczędność; obniża zdecydowanie koszty zużycia chemii
oszczędność czasu pracownika,
wytrzymały – wykonany z najwyższej klasy materiałów odpornych na środki chemiczne o zmiennym pH
uniwersalny – może być podłączona do każdego rodzaju kanistra ze środkiem chemicznym (wystarczy zrobić otwór w korku kanistra),
13 poziomów rozcieńczenia chemii (od 30ml do 1400ml na 10l wody),
długość węża 15 m, co daje możliwość obsłużenia kilku pomieszczeń
pistolet pianotwórczy dokładnie spieniający chemię
szczególnie przydatny w gastronomii i przemyśle spożywczym
kompleksowe urządzenie do nanoszenia środków chemicznych wraz z opcją spłukiwania wody
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy                     1       2      3    4     5       6      6      7    8   9   10   11   bez dyszy
% roztworu roboczego 0,3   0,5   0,8   1    1,1   1,3    1,5   1,7   2   3    5    10    14
         14
"
"Stacjonarny system dozowania koncentratów na 3 produkty","DOZ MS03","Automaty dozujące koncentraty, Dozowniki stacjonarne - naścienne, Dozowniki do chemii","https://www.forlux.pl/sites/default/files/produkty/doz_ms03.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/instrukcja_uzytkowania_dozownika_nasciennego_forlux_1.pdf","Zalety:
zapewniający bezpieczeństwo dla użytkowaników przy stosowaniu koncetratów Forlux
dokładne dozowanie = oszczędność; obniża zdecydowanie koszty zużycia chemii
oszczędność czasu pracownika,
wytrzymały – wykonany z najwyższej klasy materiałów odpornych na środki chemiczne o zmiennym pH
uniwersalny – może być podłączona do każdego rodzaju kanistra ze środkiem chemicznym (wystarczy zrobić otwór w korku kanistra),
13 poziomów rozcieńczenia chemii (od 30ml do 1400ml na 10l wody),
zalecany do napełniania butelek ze spryskiwaczem, wiader, zestawów sprzątających oraz  maszyn czyszczących.
Z załączonego do dozownika zestawu dysz wybrać tą której numer jest przypisany w tabeli do pożądanego stężenia (tabela poniżej pokazuje numery dysz oraz odpowiadające im stężenie roztworu roboczego w %):
nr.dyszy
1
2
3
4
5
6
6
7
8
9
10
11
bez dyszy
% roztworu roboczego
0,3
0,5
0,8
1
1,1
1,3
1,5
1,7
2
3
5
10

         14

"
"STELAŻ 40 CM DO MOPA","ECS","Sprzęt sprzątający, Akcesoria do zestawów","https://www.forlux.pl/sites/default/files/produkty/photo_15.jpg","","STELAŻ 40 CM DO MOPA
Stelaż 40 cm do Mopa ECM
 
"
"SUPER ODPLAMIACZ - FORLUX WG","WG 07","Specjalistyczne, Usuwanie trudnych zabrudzeń","https://www.forlux.pl/sites/default/files/produkty/photo_2.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/wg_007_forlux.pdf","SUPER ODPLAMIACZ - FORLUX WG
Właściwości
Preparat o bardzo skutecznym działaniu, posiada dobre właściwości czyszczące. Produkt jest bardzo wydajny. Poprzez miejscowe stosowanie usuwa zabrudzenia nierozpuszczalne w wodzie. Usuwa gumę do żucia, kleje, smołę i bitumen, tusz z kopiarki i pieczątek, wosk ze świec. Bez problemu usuwa resztki etykiet.
Zastosowanie
Do odpornych na działanie wody wykładzin tekstylnych z włosia naturalnego i sztucznego. Do dywanów i mebli tapicerowanych.
Sposób użycia:
Stosować bez rozcieńczenia. Rozpylić, pozostawiając do zadziałania. Brud zebrać za pomocą czystej, chłonnej szmatki. Gumę do żucia usunąć za pomocą szpachelki. Przed użyciem preparatu sprawdzić jego działanie na podłodze w niewidocznym miejscu.
Dostępne opakowanie
puszka - aerozol 0,25 l 
"
"Szampon z woskiem - Forlux AW 07","AW 07","Samochody, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/aw_507.jpg","","Zastosowanie:
Bardzo wydajny szampon samochodowy do bieżącego ręcznego mycia pojazdów, nadający połysk karoserii samochodowej. Zawarte w nim składniki tworzą na mytej powierzchni ochronną, lśniącą warstwę bez smug, co zabezpiecza myte powierzchnie przed powstawaniem korozji oraz chroni przed zbyt szybkim ponownym zabrudzeniem.
Sposób użycia:
Stosować w rozcieńczeniu od 10 do 100 ml na 5 litrów wody. Preparat należy nanieść gąbką lub miękką szczotką, po czym spłukać wodą.
Skład:
"
"SZYBKA ALKOHOLOWA DEZYNFEKCJA POWIERZCHNI ZMYWALNYCH","PDA","Powierzchnie zmywalne, Dezynfekcja","https://www.forlux.pl/sites/default/files/produkty/dsc08755_0.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/surfsteril_wersja_2.1_16_marca_2012.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/pozw.mz_surfsteril.pdf","PDA - Surfsteril
Alkoholowy płyn dezynfekujący do szybkiej dezynfekcji
Zastosowanie
Preparat przeznaczony jest do dezynfekcji czystych powierzchni w placówkach służby zdrowia, w obiektach użyteczności publicznej oraz w przemyśle spożywczym i gospodarstwach domowych. Posiada działanie bakteriobójcze, prątkobójcze i grzybobójcze.  Zakres zastosowania: powszechny.

Sposób użycia
Dezynfekowaną powierzchnię (nie większą niż 2 m²) spryskać preparatem, a następnie starannie rozprowadzić za pomocą jałowej gazy do całkowitego zwilżenia powierzchni, pozostawić na 15 minut. W przypadku zagrożenia prątkami gruźlicy powierzchnię zmyć – nie stosować spryskiwania. Pomieszczenia bez klimatyzacji po dezynfekcji dokładnie wywietrzyć. Powierzchnie kontaktujące się z żywnością należy spłukać wodą zdatną do picia.Produkt posiada Pozwolenie Ministra Zdrowia na obrót produktem biobójczym oraz atest PZH.
Dostepne opakowania 
PDA 05 - butelka 0,5 litra ze spryskiwaczem
PDA 4 K - kanister 4 kg
"
"Tabletki do mycia naczyń w zmywarkach bez konieczności użycia nabłyszczacza i zmiękczacza ALL IN ONE - Forlux NT 110","NT 110","Kuchnia, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/nt_110.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/nt110_tabletka.pdf","Wielofunkcyjne Tabletki do Zmywarek NT 110
Dzięki specjalnej kompozycji wysoce efektywnych składników, zapewniają wysoką skuteczność czyszczącą. Bez trudu usuwają skutecznie nawet tak uporczywe zabrudzenia jak tłuszcze, przypalone resztki potraw, plamy z jajka.
	Aktywny tlen skutecznie radzi sobie z przebarwieniami powstałymi na przykład po kawie czy herbacie.
	Odpowiednio dobrany skład sprawia, że naczynia lśnią krystalicznym blaskiem.
	Enzymy aktywne już w 30 stopniach C pozwalają skutecznie myć naczynia w niskich temperaturach, co oszczędza energię i pieniądze. Funkcja zmiękczania wody pozwala na bardziej efektywne wykorzystanie składników myjących.
	Funkcja soli chroni zmywarkę przed osadzaniem się kamienia, zapewniając jej sprawne działanie.
Należy uważać aby do opakowania z tabletkami nie dostała się woda.
Umieścić tabletkę w przeznaczonym do tego pojemniku w zmywarce i zamknąć zmywarkę.
	Do każdego zmywania należy stosować 1 tabletkę. Nie wkładać tabletki do pojemnika na sztućce i pojemnika na sól regeneracyjną. Dostępne opakowanie pudełeczko plastikowe 50 szt / 1 kg
pH 10
Dostępne opakowanie:

		pudełko 1 kg
"
"Tablica ostrzegawcza - Śliska podłoga","ECTO","Akcesoria pomocnicze, Tablice ostrzegawcze","https://www.forlux.pl/sites/default/files/produkty/ecto.jpg","","Tablica ostrzegawcza
 

		napis: śliska podłoga

		wysokość 60 cm

		kolor żółty
"
"TECHNOLOGIA  ANTYPOŚLIZGOWA","PBG 502  GRANIT ","Podłogi, Impregnaty","https://www.forlux.pl/sites/default/files/produkty/img_20180126_113037.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/pbg_502_granit_antyposlizg_-_r9_-_karta_charakterystyki-msds_10.2017.pdf","BEZPIECZNA PODŁOGA GRANITOWA TECHNOLOGIA ANTYPOŚLIZGOWA - FORLUX PBG 502 GRANIT
 
ZASTOSOWANIE: preparat przeznaczony jest do samodzielnego zabezpieczania antypoślizgowego śliskich powierzchni wykonanych z granitu, gnejsu, zarówno na zewnątrz jak i wewnątrz budynków, na starych i nowych powierzchniach. Produkt jest gotowy do zastosowania. Po użyciu zgodnie z instrukcją, powierzchnia spełnia wymogi bezpieczeństwa według polskiej normy PN-EN13036-4 oraz norm niemieckich DIN 51130 i GUV-R181. Preparat hydrofobizujący posiada działanie antypoślizgowe na gładkich i polerowanych powierzchniach nie wpływając na zmianę ich estetyki. Do zabezpieczania antypoślizgowego ceramiki stosować produkt FORLUX PBC 502.
SPOSÓB UŻYCIA: podczas aplikowania powierzchnię należy chronić przed bezpośrednim nasłonecznieniem i działaniem opadów atmosferycznych. Zabieg najlepiej wykonywać w temperaturze od +10 do +25°C. Jeżeli pod podłogą jest ogrzewanie podłogowe, przed rozpoczęciem nakładania preparatu należy je wyłączyć i odczekać do momentu ostudzenia powierzchni. Pozwoli to na uniknięcie nadmiernego parowania produktu i jego częściowe wchłonięcie w podłoże, które przed rozpoczęciem aplikacji powinno być oczyszczone z brudu, kurzu, patyny, luźnych i osypliwych fragmentów, taśm i klejów oraz resztek powłok malarskich. Powinno być suche. Zaleca się zabezpieczyć przed ewentualnymi zabrudzeniami (np. folią malarską) wszystkie powierzchnie drewniane, metalowe, szklane i gumowe, które znajdują się w pobliżu aplikowanego miejsca. Preparat antypoślizgowy PBG 502 - GRANIT produkowany jest w wersji gotowej do użycia. Aplikację w łatwy sposób można wykonać opryskiwaczem ręcznym, wałkiem malarskim, szczotką lub pędzlem. W każdym przypadku należy zapewnić obfite i równomierne rozprowadzenie produktu na całej powierzchni, aż do jej nasycenia (tak aby nie pozostawały puste oczka). Po naniesieniu preparatu na podłoże należy je szczotkować przez okres ok. 30 sekund, aż do momentu uzyskania efektu niewielkich bąbelków piany na powierzchni. Po odczekaniu ok. 3 minut jeszcze raz przeszczotkować całą powierzchnię. Po upływie 10 minut należy przerwać reakcję obficie spłukując dwukrotnie powierzchnię wodą. Wodę zebrać odkurzaczem na mokro lub chłonnym materiałem. 
Dostepne opakowania
5L - PBG502 -  Wydajność: 20-25 m²
Trwałość efektu antypoślizgowego od 6 do 24 miesięcy. 
"
"TECHNOLOGIA ANTYPOŚLIZGOWA","PBC 502 CERAMIKA ","Podłogi, Impregnaty, Sanitariaty, Impregnaty, Specjalistyczne, Pielęgnacja","https://www.forlux.pl/sites/default/files/produkty/img_20180126_113017.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/pbc_502_ceramika_antyposlizg_-_r9_-_karta_charakterystyki-msds_10.2017.pdf","BEZPIECZNA PODŁOGA CERAMICZNA  TECHNOLOGIA ANTYPOŚLIZGOWA  - FORLUX PBC 502 CERAMIKA
ZASTOSOWANIE preparat przeznaczony jest do samodzielnego zabezpieczania antypoślizgowego śliskich powierzchni wykonanych z płytek ceramicznych gładkich i polerowanych, gresowych, terakoty oraz klinkieru, zarówno na zewnątrz jak i wewnątrz budynków, na starych i nowych powierzchniach. Produkt jest gotowy do zastosowania. Po użyciu zgodnie z instrukcją, powierzchnia spełnia wymogi bezpieczeństwa według norm niemieckich DIN 51130 i GUV-R181 oraz polskiej normy PN-EN13036-4. Preparat hydrofobizujący posiada działanie antypoślizgowe nie wpływając na zmianę estetyki zabezpieczonej powierzchni. Do zabezpieczania antypoślizgowego granitu stosować produkt FORLUX PBG 502.
SPOSÓB UŻYCIA Podczas aplikowania powierzchnię należy chronić przed bezpośrednim nasłonecznieniem i działaniem opadów atmosferycznych. Zabieg najlepiej wykonywać w temperaturze od +10 do +25°C. Jeżeli pod podłogą jest ogrzewanie podłogowe, przed rozpoczęciem nakładania preparatu należy je wyłączyć i odczekać do momentu ostudzenia powierzchni. Pozwoli to na uniknięcie nadmiernego parowania produktu i jego częściowe wchłonięcie w podłoże. Podłoże przed rozpoczęciem aplikacji powinno być oczyszczone z brudu, kurzu, patyny, luźnych i osypliwych fragmentów, taśm i klejów oraz resztek powłok malarskich. Powinno być suche. Zaleca się zabezpieczyć przed ewentualnymi zabrudzeniami (np. folią malarską) wszystkie powierzchnie drewniane, metalowe, szklane i gumowe, które znajdują się w pobliżu aplikowanego miejsca. Preparat antypoślizgowy PBC 502 - CERAMIKA produkowany jest w wersji gotowej do użycia. Aplikację w łatwy sposób można wykonać opryskiwaczem ręcznym, wałkiem malarskim, szczotką lub pędzlem. W każdym przypadku należy zapewnić obfite i równomierne rozprowadzenie produktu na całej powierzchni, aż do jej nasycenia (tak aby nie pozostawały puste oczka). Po naniesieniu preparatu na podłoże należy je intensywnie szczotkować przez okres ok. 1 minuty, aż do momentu uzyskania efektu niewielkich bąbelków piany na powierzchni. Po odczekaniu ok. 2 minut jeszcze raz przeszczotkować całą powierzchnię. Po upływie 8 min. należy przerwać reakcję obficie spłukując dwukrotnie powierzchnię wodą. Wodę zebrać odkurzaczem na mokro lub chłonnym materiałem. W przypadku nieuzyskania zadowalającego efektu czynność należy powtórzyć.  
Dostepne opakowania
5L - PBC 502 -  Wydajność: 20-25 m²
Trwałość efektu antypoślizgowego od 6 do 24 miesięcy. 
"
"Toaleta Citrus - SCC 01","SCC 01","Sanitariaty, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/p1080977.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_scc_20-02-2016_r.pdf","Zastosowanie:
Forlux Toaleta Citrus jest gotowym do użycia produktem przeznaczonym do mycia wszystkich powierzchni odpornych na działanie kwasów. Zalecany do mycia umywalek, muszli, pisuarów, kabin prysznicowych i armatury łazienkowej. Gwarantuje doskonałą czystość, posiada właściwości antybakteryjne. Usuwa kamień i rdzę.
Sposób użycia:
Spryskać płynem zabrudzoną powierzchnię i wytrzeć miękkim ręcznikiem papierowym lub ściereczką do uzyskania naturalnego połysku.
Skład:
"
"Uchwyt do pada na kij niebieski","ECPK","Akcesoria pomocnicze, Zestawy do szorowania","https://www.forlux.pl/sites/default/files/produkty/ecpk.jpg","","Zastosowanie:

		Do ręcznego szorowania bardzo trudnych i uciążliwych zabrudzeń z wszelkiego rodzaju podłóg
Właściwości:

		kolor niebieski

		wymiary packi: szerokość 10 cm, długość 23,50 cm

		do pada w kolorze czarnym o symbolu ECPP

		do mocowania pod kij aluminiowy ECK
"
"Uchwyt ręczny do pada niebieski typu packa","ECPR","Akcesoria pomocnicze, Zestawy do szorowania","https://www.forlux.pl/sites/default/files/produkty/ecpr.jpg","","Zastosowanie:

		Do ręcznego szorowania bardzo trudnych i uciążliwych zabrudzeń z wszelkiego rodzaju powierzchni płaskich
Właściwości:

		kolor niebieski

		wymiary packi: szerokość 10 cm, długośc 23,50 cm

		do pada w kolorze czarnym o symbolu ECPP

		uchwyt ręczny
"
"UDRAŻNIACZ DO  RUR","SCU 13","Kuchnia, Gruntowna dezynfekcja, Mycie gruntowne, Sanitariaty, Dezynfekcja, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/dsc04450.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/scu_01_karta_forlux.pdf","UDRAŻNIACZ DO RUR SCU 13
Zastosowanie:
Preparat służy do udrażniania kratek ściekowych, syfonów i rur kanalizacyjnych wykonanych z tworzyw sztucznych, stali, żeliwa, betonu i ceramiki.
Emulguje i hydrolizuje tłuszcze, białka i inne osady organiczne, powoduje ich wypłukiwanie z oczyszczonych przewodów.

Sposób użycia:
Do kratki ściekowej lub syfonu wlać od 50 ml do 200 ml preparatu, odczekać około 30 minut i przepłukać wodą.

Skład:
Wodorotlenek sodowy, niejonowe środki powierzchniowo czynne "
"UNIWERSALNY PREPARAT DO MASZYNOWEGO MYCIA NACZYŃ, BEZ KONIECZNOŚCI UŻYWANIA NABŁYSZCZACZA - FORLUX NM 02","NM 02","Kuchnia, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/photo_33.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_nm02_16-11-2015_r_0.pdf","UNIWERSALNY PREPARAT DO MASZYNOWEGO MYCIA NACZYŃ, BEZ KONIECZNOŚCI UŻYWANIA NABŁYSZCZACZA 
FORLUX NM 02
 
Preparat przeznaczony jest do mycia w zmywarkach automatycznych, można stosować do każdej zmywarki zaopatrzonej w urządzenie dozujące. Płyn Forlux NM 502 nie wymaga stosowania płynu nabłyszczającego. Nadaje się do mycia naczyń aluminiowych oraz do kombinowanej technologii mycia.
Sposób użycia:
Zalecane dawki – 1-3ml/1L wody w zależności od twardości wody i stopnia zabrudzenia mytych naczyń. Optymalne zżycie gwarantuje zastosowanie właściwego urządzenia dozującego i dozowania.
 
pH 2
Dostepne opakowania
Kanister 5 l
Kanister 25 l
"
"Uniwersalny preprat do silnie zabrudzonych powierzchni - Forlux Lemon PC 10","PC 10","Podłogi, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/pc_10.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/plan_higieny_forlux_-_3_kolory.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pc_lemon_20-04-2016_r.pdf","Zastosowanie:
Forlux LEMON służy do codziennego mycia wszystkich zmywalnych powierzchni i przedmiotów takich jak: podłogi, schody, szafki, parapety, kafelki, fugi i urządzenia kuchenne. Czyści szybko i dokładnie chroniąc zarazem myte powierzchnie. Posiada długotrwały cytrynowy zapach dający uczucie świeżości w mytych pomieszczeniach. Zawarte w preparacie olejki eteryczne owoców cytrusowych działają odstraszająco na insekty, co ma szczególne znaczenie w przypadku sklepów z żywnością, kuchni, zakładów przetwórstwa spożywczego i innych pomieszczeń, w których obecność owadów nie jest mile widziana.
Sposób użycia:
Przy normalnych zabrudzeniach dozować 50 ml -100ml na 10l wody. Przy silnych zabrudzeniach dozować odpowiednio więcej.
Skład:
Anionowe związki powierzchniowo czynne "
"Uniwersalny proszek do prania Forlux UPP","UPP 10","Czyszczenie tkanin, Mieszane","https://www.forlux.pl/sites/default/files/produkty/upp_10.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/upp_10_forlux.pdf","Zastosowanie:
Proszek FORLUX UNIWERSALNY to wysokiej jakości proszek przeznaczony do częstego prania tkanin białych i kolorowych (o trwałych kolorach): lnianych, bawełnianych, syntetycznych i mieszanych. Przeznaczony także do prania ręcznego. Do stosowania we wszystkich typach pralek i pralnic w całym zakresie temperatur. Skutecznie usuwa zabrudzenia i plamy po owocach, kawie, trawie, kiwi, herbacie oraz dzięki zawartości odpowiedniego rodzaju enzymu zabrudzenia pochodzenia białkowego: z sosów, jajek, mleka i potu już przy 30° C. Wypranym tkaninom nadaje miły i świeży zapach.
Sposób użycia:
W zależności od twardości wody zalecana ilość proszku na 4,5 kg suchej bielizny średnio zabrudzonej:
miękka IO-7/ dH - 160 ml
średnia /7-14/ dH - 250 ml
twarda /powyżej 14/ dH - 350 ml
50 ml proszku na 10 L - Pralka wirnikowa
80 ml proszku na 10 L - Pranie ręczne
Zalecane temperatury prania:
30° C lekko zabrudzone tkaniny delikatne i syntetyczne. usuwanie plam z krwi. czekolady i tłuszczu
40° C lekko zabrudzone tkaniny białe i kolorowe z lnu, bawełny i mieszane
60° C mocno zabrudzone tkaniny z lnu i bawełny - białe i kolorowe (o trwałych kolorach)
90° C uporczywe zabrudzenia. tkaniny z lnu i bawełny białe i kolorowe (o trwałych kolorach)
Skład:
Anionowe z.p.c. "
"USUWA GUMĘ DO ŻUCIA, NAKLEJKI, TUSZ, OLEJ, SADZĘ I INNE ","UTZ","Podłogi, Pranie wykładzin, Powierzchnie zmywalne, Mycie gruntowne, Samochody, Mycie gruntowne, Sanitariaty, Mycie gruntowne, Specjalistyczne, Usuwanie trudnych zabrudzeń","https://www.forlux.pl/sites/default/files/produkty/p1150850.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_utz_16-11-2015_r.pdf","Zastosowanie:
Super mocny zmywacz do usuwania trudnych zabrudzeń typu: stare etykiety i naklejki, resztki zaschłego kleju, wdeptaną lub wtartą gumę do żucia, ślady szminki, plamy atramentu, tuszu i olejów, sadzę, smołę i inne nierozpuszczalne w wodzie silne zabrudzenia. Usuwa zabrudzenia z takich powierzchni jak drzwi, okna, szyby, PCV, powierzchnie z tworzyw sztucznych, ze szkła, ceramiki, kamienia, tekstyli oraz innych podobnych.
Sposób użycia:
Zmywacz stosować bez rozcieńczenia – punktowo. Nanieść płyn spryskiwaczem, odczekać od 1 do 3 minut, następnie zetrzeć przy użyciu suchej, chłonnej szmatki, gąbki lub ręcznika papierowego. Przed użyciem sprawdzić odporność czyszczonej powierzchni na preparat.
Skład:
"
"USUWANIE OSADÓW WAPIENNYCH Z KOSTKI BRUKOWEJ","PWW 501","Podłogi, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/p1150640.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pww_501_karta_charakterystyki.pdf","USUWANIE OSADÓW WAPIENNYCH Z KOSTKI BRUKOWEJ
Kod produktu: PWW 501
Zastosowanie. Forlux PWW 501 jest to środek na bazie kwasów przeznaczony do czyszczenia zabrudzeń z kostki brukowej oraz ze wszystkich utwardzonych powierzchni betonowych oraz ścian, szkła, dachówek i elementów stalowych. Szybko i skutecznie usuwa zanieczyszczenia, uwydatniając strukturę powierzchni. Zalecany do czyszczenia powierzchni przed impregnacją lub malowaniem.
-do usuwania wykwitów wapiennych z kostki brukowej
-do usuwania resztek zaprawy, betonu i nalotów cementowych
-do usuwania pozostałości betonowych z form plastikowych i betoniarek
-do czyszczenia powierzchni przed renowacją i impregnacją
Sposób użycia. Przygotować rozczyn roboczy w stężeniu 1:1, preparat nakładać za pomocą pędzla, mopa lub natryskowo. Odczekać 2 minuty i spłukać wodą. Działanie środka rozpoczyna się natychmiast po zetknięciu z czyszczoną powierzchnią. Przy silnych zabrudzeniach zabieg należy powtórzyć. Uwaga: preparat nie powinien być stosowany do powierzchni szczególnie wrażliwych na środki kwaśne np. powierzchni z pleksi, skóry, kamienia wapiennego, chromu metalicznego, duraluminium (stop aluminium z miedzią i molibdenem). W przypadku jakichkolwiek wątpliwości należy wykonać próbę wrażliwości mytej powierzchni na ten preparat. Preparatu nie wolno łączyć z innymi.
Skład. Kwasy nieorganiczne 15-30%, niejonowe związki powierzchniowo czynne "
"Usuwanie pleśni i grzybów","ZP 13","Powierzchnie zmywalne, Mycie gruntowne, Specjalistyczne, Usuwanie trudnych zabrudzeń","https://www.forlux.pl/sites/default/files/produkty/zp_13.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zp13_16-11-2015_r.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zp_013_eng_24-08-2017_r.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zp13_eng_technical.pdf","Zastosowanie:
Preparat Forlux ZP 13 służy do usuwania pleśni z powierzchni ścian i podłóg. Posiada silne właściwości zmywające. Doskonale usuwa ślady pleśni na ścianach, podłogach, w szczelinach i fugach. Skuteczny w zwalczaniu grzybów, glonów i mchów. Usuwa nieprzyjemne zapachy. Myte powierzchnie pozostawia czyste i lśniącą. Posiada przyjemny zapach (przykrywający zapach chloru).
Sposób użycia:
Preparat rozprowadzić równomiernie po zanieczyszczonej powierzchni, pozostawić na minimum 20 minut po czym spłukać wodą.
Skład:
 Podchloryn sodu ( aktywny chlor), niejonowe związki powierzchniowo czynne, fosfoniany, wodorotlenek sodu, kompozycja zapachowa. 100 g żelu zawiera 40-50 g podchlorynu sodowego jako substancji aktywnej.
pH 13
Dostępne opakowanie:
butelka 0,5 L ze spryskiwaczem pianotwórczym  
"
